station_name,station_id,latitude,longitude,city,state
"Adarsh Nagar, Jaipur - RSPCB",site_1393,26.902909,75.836858,,
"Shrinath Puram, Kota - RSPCB",site_1394,25.14389,75.821256,,
"Indira Colony Vistar, Pali - RSPCB",site_1395,25.771061,73.340227,,
"Shastri Nagar, Jaipur - RSPCB",site_1396,26.9502929,75.730943,,
"Ashok Nagar, Udaipur - RSPCB",site_1397,24.5886166,73.6321397,,
"Lajpat Nagar, Moradabad - UPPCB",site_1398,28.825341,78.7213009,,
"Anand Kala Kshetram, Rajamahendravaram - APPCB",site_1399,16.9872867,81.7363176,,
"Mahakaleshwar Temple, Ujjain - MPPCB",site_1400,23.182719,75.768218,,
"Suryakiran Bhawan NCL, Singrauli - MPPCB",site_1401,24.10897,82.64558,,
"Sector-2 Industrial Area, Pithampur - MPPCB",site_1402,22.624758,75.675238,,
"Sector-D Industrial Area, Mandideep - MPPCB",site_1403,23.10844,77.511428,,
"Bhopal Chauraha, Dewas - MPPCB",site_1404,22.9682591,76.064118,,
"Nishant Ganj, Lucknow - UPPCB",site_1405,26.871428,80.957145,,
"Secretariat, Amaravati - APPCB",site_1406,16.5150833,80.5181667,,
"Talcher Coalfields,Talcher - OSPCB",site_1408,20.9360711,85.1707021,,
"GM Office, Brajrajnagar - OSPCB",site_1410,21.8004996,83.8396977,,
"Padmapukur, Howrah - WBPCB",site_1416,22.5687319,88.2797276,,
"Asansol Court Area, Asansol - WBPCB",site_1418,23.685297,86.945968,,
"Ward-32 Bapupara, Siliguri - WBPCB",site_1419,26.6879226,88.4152495,,
"Ashok Vihar, Delhi - DPCC",site_1420,28.695381,77.181665,,
"Dr. Karni Singh Shooting Range, Delhi - DPCC",site_1421,28.498571,77.26484,,
"Dwarka-Sector 8, Delhi - DPCC ",site_1422,28.5710274,77.0719006,,
"Jahangirpuri, Delhi - DPCC",site_1423,28.73282,77.170633,,
"Jawaharlal Nehru Stadium, Delhi - DPCC",site_1424,28.58028,77.233829,,
"Major Dhyan Chand National Stadium, Delhi - DPCC",site_1425,28.611281,77.237738,,
"Narela, Delhi - DPCC",site_1426,28.822836,77.101981,,
"Najafgarh, Delhi - DPCC",site_1427,28.570173,76.933762,,
"Okhla Phase-2, Delhi - DPCC",site_1428,28.530785,77.271255,,
"Nehru Nagar, Delhi - DPCC",site_1429,28.56789,77.250515,,
"Rohini, Delhi - DPCC",site_1430,28.732528,77.11992,,
"Patparganj, Delhi - DPCC",site_1431,28.623763,77.287209,,
"Sonia Vihar, Delhi - DPCC",site_1432,28.710508,77.249485,,
"Wazirpur, Delhi - DPCC",site_1434,28.699793,77.165453,,
"Vivek Vihar, Delhi - DPCC",site_1435,28.672342,77.31526,,
"Model Town, Patiala - PPCB",site_1437,30.349388,76.366642,,
"Civil Line, Jalandhar - PPCB",site_1438,31.321907,75.578914,,
"Deshpande Nagar, Hubballi - KSPCB",site_1447,15.351773,75.140726,,
"Kalal Majra, Khanna - PPCB",site_1450,30.736056,76.209694,,
"Ratanpura, Rupnagar - Ambuja Cements",site_1538,31.0325454,76.5623046,,
"Knowledge Park - III, Greater Noida - UPPCB",site_1541,28.47272,77.482,,
"Yamunapuram, Bulandshahr - UPPCB",site_1542,28.406963,77.849831,,
"New Mandi, Muzaffarnagar - UPPCB",site_1550,29.4723508,77.7194031,,
"Tamaka Ind. Area, Kolar - KSPCB",site_1551,13.1276288,78.1570122,,
"Bawana, Delhi - DPCC",site_1560,28.7762,77.051074,,
"Mundka, Delhi - DPCC",site_1561,28.684678,77.076574,,
"Sri Aurobindo Marg, Delhi - DPCC",site_1562,28.531346,77.190156,,
"Pusa, Delhi - DPCC",site_1563,28.639652,77.146275,,
"New Collectorate, Baghpat - UPPCB",site_1569,28.974801,77.213357,,
"Anand Vihar, Hapur - UPPCB",site_5023,28.725645,77.749675,,
"Alipur, Delhi - DPCC",site_5024,28.815329,77.15301,,
"NISE Gwal Pahari, Gurugram - IMD",site_5025,28.422681,77.148944,,
"Shrivastav Colony, Damoh - MPPCB",site_5040,23.81748678,79.446246,,
"Shasthri Nagar, Ratlam - IPCA Lab",site_5042,23.331731,75.045981,,
"Sector-7, Kurukshetra - HSPCB",site_5043,29.966942,76.875879,,
"Gobind Pura, Yamuna Nagar - HSPCB",site_5046,30.1480566,77.2893471,,
"Sector-18, Panipat - HSPCB",site_5048,29.432304,76.972765,,
"F-Block, Sirsa - HSPCB",site_5051,29.5364,75.0158,,
"Patti Mehar, Ambala - HSPCB",site_5052,30.379589,76.778328,,
"Shastri Nagar, Narnaul - HSPCB",site_5053,28.060249,76.113115,,
"Huda Sector, Fatehabad - HSPCB",site_5054,29.503664,75.467934,,
"General Hospital, Mandikhera(Nuh) - HSPCB",site_5055,27.9002,76.9938,,
"Urban Estate-II, Hisar - HSPCB",site_5057,29.14056,75.744941,,
"Nathu Colony, Ballabgarh - HSPCB",site_5060,28.3419248,77.319699,,
"GIDC, Ankleshwar - GPCB",site_5065,21.613267,73.010555,,
"Sector-10, Gandhinagar - GPCB",site_5066,23.221714,72.654328,,
"Phase-4 GIDC, Vatva - GPCB",site_5067,22.969611,72.6435,,
"Sahilara, Maihar - KJS Cements",site_5068,24.2613009,80.7231783,,
"Phase-1 GIDC, Vapi - GPCB",site_5071,20.362421,72.918013,,
"Railway Colony, Guwahati - PCBA",site_5073,26.181742,91.78063,,
"Sanjay Nagar, Ghaziabad - UPPCB",site_5081,28.685382,77.453839,,
"Indirapuram, Ghaziabad - UPPCB",site_5082,28.646233,77.358075,,
"Loni, Ghaziabad - UPPCB",site_5083,28.757294,77.278792,,
"Belur Math, Howrah - WBPCB",site_5101,22.629801,88.352017,,
"Vasai West, Mumbai - MPCB",site_5102,19.3832,72.8204,,
"Nerul, Navi Mumbai - MPCB",site_5103,19.008751,73.01662,,
"Kurla, Mumbai - MPCB",site_5104,19.0863,72.8888,,
"Udyogamandal, Eloor - Kerala PCB",site_5105,10.073232,76.302765,,
"Vile Parle West, Mumbai - MPCB",site_5106,19.10861,72.83622,,
"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB",site_5107,19.10078,72.87462,,
"Jai Bhim Nagar, Meerut - UPPCB",site_5109,28.9535882,77.7622941,,
"Fort William, Kolkata - WBPCB",site_5110,22.55664,88.342674,,
"Jadavpur, Kolkata - WBPCB",site_5111,22.49929,88.36917,,
"Powai, Mumbai - MPCB",site_5112,19.1375,72.915056,,
"Borivali East, Mumbai - MPCB",site_5113,19.2243333,72.8658113,,
"Mahape, Navi Mumbai - MPCB",site_5114,19.1135051,73.008978,,
"Khadakpada, Kalyan - MPCB",site_5118,19.25292,73.142019,,
"Sion, Mumbai - MPCB",site_5119,19.047,72.8746,,
"Colaba, Mumbai - MPCB",site_5120,18.91,72.82,,
"Knowledge Park - V, Greater Noida - UPPCB",site_5121,28.557054,77.453663,,
"Sector-116, Noida - UPPCB",site_5122,28.56923,77.393848,,
"Hebbal 1st Stage, Mysuru - KSPCB",site_5125,12.21041,76.37376,,
"Rabindra Sarobar, Kolkata - WBPCB",site_5126,22.51106,88.35142,,
"Sector-25, Chandigarh - CPCC",site_5127,30.751462,76.762879,,
"Gomti Nagar, Lucknow - UPPCB",site_5128,26.86812,81.005119,,
"Bidhannagar, Kolkata - WBPCB",site_5129,22.58157048,88.41002457,,
"Ballygunge, Kolkata - WBPCB",site_5238,22.5367507,88.3638022,,
"T T Nagar, Bhopal - MPPCB",site_5247,23.233584,77.400574,,
"Chhoti Gwaltoli, Indore - MPPCB",site_5248,22.431,75.5213,,
"Marhatal, Jabalpur - MPPCB",site_5249,23.168606,79.932247,,
"Gole Bazar, Katni - MPPCB",site_5250,23.50016,80.23284,,
"Collector Office, Yadgir - KSPCB",site_5254,16.7602,77.1428,,
"Pallavpuram Phase 2, Meerut - UPPCB",site_5257,29.06351,77.709723,,
"Ganga Nagar, Meerut - UPPCB",site_5258,28.999264,77.7590354,,
"Rajbansi Nagar, Patna - BSPCB",site_5262,25.599486,85.113666,,
"Samanpura, Patna - BSPCB",site_5263,25.596727,85.085624,,
"Vidayagiri, Bagalkot - KSPCB",site_5264,16.172806,75.659694,,
"Kalyana Nagara, Chikkamagaluru - KSPCB",site_5265,13.328028,75.797056,,
"Vinoba Nagara, Shivamogga - KSPCB",site_5266,13.94,75.555917,,
"Ibrahimpur, Vijayapura - KSPCB",site_5267,16.802639,75.722694,,
"Vyttila, Kochi - Kerala PCB",site_5270,9.969447,76.321186,,
"Palayam, Kozhikode - Kerala PCB",site_5271,11.249077,75.784371,,
"Kacheripady, Ernakulam - Kerala PCB",site_5272,9.985653,76.281342,,
"City Center, Gwalior - MPPCB",site_5273,26.203442,78.193251,,
"GIDC, Nandesari - Nandesari Ind. Association",site_5274,22.410802,73.097923,,
"Phool Bagh, Gwalior - Mondelez Ind. Food",site_5275,26.210536,78.171,,
"Thavakkara, Kannur - Kerala PCB",site_5276,11.875,75.3732,,
"Polayathode, Kollam - Kerala PCB",site_5334,8.8787,76.6073,,
"Govt. High School Shikarpur, Patna - BSPCB",site_5335,25.592539,85.227158,,
"DRM Office Danapur, Patna - BSPCB",site_5336,25.586562,85.043586,,
"Industrial Area, Hajipur - BSPCB",site_5337,25.697189,85.2459,,
"SFTI Kusdihra, Gaya - BSPCB",site_5338,24.762518,84.982348,,
"Mini Secretariat, Charkhi Dadri - HSPCB",site_5339,28.593883,76.270653,,
"New Industrial Town, Faridabad - HSPCB",site_5340,28.39072,77.30059,,
"Sector 30, Faridabad - HSPCB",site_5341,28.4417,77.3217,,
"Sector 11, Faridabad - HSPCB",site_5342,28.376058,77.315741,,
"Teri Gram, Gurugram - HSPCB",site_5344,28.4275,77.1465,,
"Sikulpuikawn, Aizawl - Mizoram PCB",site_5346,23.7176342,92.7192841,,
"Arumbakkam, Chennai - TNPCB",site_5361,13.0664,80.2112,,
"Anthoni Pillai Nagar, Gummidipoondi - TNPCB",site_5362,13.4127,80.1081,,
"Perungudi, Chennai - TNPCB",site_5363,12.9533,80.2357,,
"Royapuram, Chennai - TNPCB",site_5364,13.1036,80.2909,,
"Kodungaiyur, Chennai - TNPCB",site_5365,13.1278,80.2642,,
"Meelavittan, Thoothukudi - TNPCB",site_5367,8.816428,78.099039,,
"Buddha Colony, Muzaffarpur - BSPCB",site_5370,26.11442,85.39813,,
"PWD Junction, Kohima - NPCB",site_5375,25.6635413,94.0989878,,
"Kunjaban, Agartala - Tripura SPCB",site_5377,23.8628276,91.2887362,,
"Bandra Kurla Complex, Mumbai - IITM",site_5392,19.053536,72.84643,,
"Chandni Chowk, Delhi - IITM",site_5393,28.656756,77.227234,,
"Mazgaon, Mumbai - IITM",site_5394,18.96702,72.84214,,
"Khindipada-Bhandup West, Mumbai - IITM",site_5397,19.1653323,72.922099,,
"Navy Nagar-Colaba, Mumbai - IITM",site_5398,18.897756,72.81332,,
"Chakala-Andheri East, Mumbai - IITM",site_5399,19.11074,72.86084,,
"Borivali East, Mumbai - IITM",site_5400,19.23241,72.86895,,
"Sector-19A Nerul, Navi Mumbai - IITM",site_5401,19.044,73.0325,,
"Malad West, Mumbai - IITM",site_5402,19.19709,72.82204,,
"Siddharth Nagar-Worli, Mumbai - IITM",site_5403,19.000083,72.813993,,
"Mhada Colony, Pune - IITM",site_5404,18.57304,73.927715,,
"Alandi, Pune - IITM",site_5405,18.675076,73.892743,,
"Bhosari, Pune - IITM",site_5406,18.640051,73.848956,,
"Hadapsar, Pune - IITM",site_5407,18.501793,73.927532,,
"Transport Nagar-Nigdi, Pune - IITM",site_5408,18.664282,73.763966,,
"Revenue Colony-Shivajinagar, Pune - IITM",site_5409,18.530085,73.849598,,
"MIT-Kothrud, Pune - IITM",site_5410,18.517754,73.8214883,,
"Haji Colony, Raichur - KSPCB",site_5414,16.208139,77.348417,,
"Diwator Nagar, Koppal - KSPCB",site_5415,15.34763,76.181767,,
"IITK, Kanpur - IITK",site_5416,26.511739,80.235136,,
"Pan Bazaar, Guwahati - PCBA",site_5417,26.1875,91.744194,,
"Panchal Nagar, Gadag - KSPCB",site_5419,15.411456,75.638133,,
"Ashwini Nagar, Haveri - KSPCB",site_5420,14.7918,75.3896,,
"Kadri, Mangalore - KSPCB",site_5421,12.88925,74.853,,
"Devaraj Urs Badavane, Davanagere - KSPCB",site_5422,14.4758,75.9052,,
"Jawahar Nagar, Puducherry - PPCC",site_5423,11.9309,79.8027,,
"Ramteerth Nagar, Belgaum - KSPCB",site_5432,15.888653,74.541751,,
"Naharlagun, Naharlagun - APSPCB",site_5446,27.103358,93.679645,,
"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",site_5449,23.04307,72.562968,,
"Gyaspur, Ahmedabad - IITM",site_5450,22.977134,72.553024,,
"Rakhial, Ahmedabad - IITM",site_5451,23.016834,72.625775,,
"Raikhad, Ahmedabad - IITM",site_5452,23.020509,72.579261,,
"Chandkheda, Ahmedabad - IITM",site_5453,23.107969,72.574648,,
"SAC ISRO Bopal, Ahmedabad - IITM",site_5454,23.041137,72.456691,,
"SAC ISRO Satellite, Ahmedabad - IITM",site_5455,23.023389,72.515201,,
"SVPI Airport Hansol, Ahmedabad - IITM",site_5456,23.076793,72.627874,,
"IIPHG Lekawada, Gandhinagar - IITM",site_5457,23.243639,72.68994,,
"GIFT City, Gandhinagar - IITM",site_5458,23.163798,72.677768,,
"Motilal Nehru NIT, Prayagraj - UPPCB",site_5459,25.494,81.863,,
"B R Ambedkar University, Lucknow - UPPCB",site_5460,26.766433,80.927299,,
"Jhunsi, Prayagraj - UPPCB",site_5461,25.425602,81.917152,,
"Kukrail Picnic Spot-1, Lucknow - UPPCB",site_5462,26.90723,80.98579,,
"Shastripuram, Agra - UPPCB",site_5463,27.19862,77.92066,,
"Manoharpur, Agra - UPPCB",site_5464,27.23711,78.01936,,
"Sector-3B Avas Vikas Colony, Agra - UPPCB",site_5465,27.19412,77.96237,,
"Bhelupur, Varanasi - UPPCB",site_5469,25.301778,82.996789,,
"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",site_5472,26.730136,83.433859,,
"NSI Kalyanpur, Kanpur - UPPCB",site_5474,26.509954,80.249612,,
"Maldahiya, Varanasi - UPPCB",site_5475,25.32393,82.99687,,
"Kamalnath Nagar, Bettiah - BSPCB",site_5476,26.80365,84.51954,,
"Town Hall - Lal Bagh, Darbhanga - BSPCB",site_5477,26.15146,85.89342,,
"Gandak Colony, Motihari - BSPCB",site_5478,26.63086,84.90051,,
"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",site_5479,26.1403345,85.3650192,,
"Nagla Bhau, Firozabad - UPPCB",site_5480,27.168897,78.37696,,
"D M Colony, Bihar Sharif - BSPCB",site_5481,25.204762,85.51496,,
"Rohta, Agra - UPPCB",site_5482,27.106972,78.000111,,
"Omex Eternity, Vrindavan - UPPCB",site_5483,27.571409,77.655757,,
"Nagar Nigam, Prayagraj - UPPCB",site_5484,25.44919916,81.82735986,,
"Dada Peer, Sasaram - BSPCB",site_5485,24.952822,84.002396,,
"Dangi Tola, Rajgir - BSPCB",site_5489,25.0328,85.41948,,
"Town Hall, Munger - BSPCB",site_5490,25.376776,86.471523,,
"Sector 22, Chandigarh - CPCC",site_5491,30.735567,76.775714,,
"FTI Kidwai Nagar, Kanpur - UPPCB",site_5500,26.428282,80.327067,,
"Shahjahan Garden, Agra - UPPCB",site_5501,27.169338,78.03582,,
"Civic Center, Bhilai - Bhilai Steel Plant",site_5536,21.185571,81.343175,,
"Employment Office, Moradabad - UPPCB",site_5537,28.88528,78.7388,,
"New DM Office, Arrah - BSPCB",site_5538,25.5626095,84.663264,,
"Kharahiya Basti, Araria - BSPCB",site_5539,26.146529,87.454184,,
"Lohiyanagar, Begusarai - BSPCB",site_5540,25.42742023,86.13886079,,
"Mayaganj, Bhagalpur - BSPCB",site_5541,25.265194,87.012947,,
"Charitra Van, Buxar - BSPCB",site_5542,25.56752,83.966379,,
"DM Office_Kachari Chowk, Bhagalpur - BSPCB",site_5543,25.251013,86.989001,,
"Gurdeo Nagar, Aurangabad - BSPCB",site_5544,24.75746,84.366208,,
"Darshan Nagar, Chhapra - BSPCB",site_5545,25.7808257,84.7446768,,
"Mirchaibari, Katihar - BSPCB",site_5546,25.560083,87.553265,,
"SDM Office_Khagra, Kishanganj - BSPCB",site_5547,26.0881305,87.93840336,,
"Kareemganj, Gaya - BSPCB",site_5548,24.792403,84.992416,,
"Mariam Nagar, Purnia - BSPCB",site_5549,25.366336,87.117468,,
"Forest Rest House, Manguraha - BSPCB",site_5550,27.308328,84.531742,,
"Police Line, Saharsa - BSPCB",site_5551,25.892357,86.590325,,
"DM Office_Kasipur, Samastipur - BSPCB",site_5552,25.859655,85.77944,,
"Chitragupta Nagar, Siwan - BSPCB",site_5553,26.2271665,84.3570427,,
"Buddhi Vihar, Moradabad - UPPCB",site_5554,28.83526,78.7446,,
"Jigar Colony, Moradabad - UPPCB",site_5555,28.856664,78.772638,,
"Eco Herbal Park, Moradabad - UPPCB",site_5556,28.840739,78.697531,,
"Sector-53, Chandigarh - CPCC",site_5582,30.719859,76.738637,,
"Shivaji Nagar, Jhansi - UPPCB",site_5583,25.4547,78.6039,,
"Vibhab Nagar, Firozabad - UPPCB",site_5584,27.1594,78.3953,,
"Sardar Patel Inter College, Baghpat - UPPCB",site_5585,28.964949,77.278761,,
"HIMUDA Complex Phase-1, Baddi - HPPCB",site_5586,30.943887,76.801991,,
"Bardowali, Agartala - Tripura SPCB",site_5587,23.8175497,91.2726974,,
"Manipur University, Imphal - Manipur PCB",site_5591,24.7524239,93.9286218,,
"DM College of Science, Imphal - Manipur PCB",site_5592,24.8207389,93.9423085,,
"JN Stadium, Shillong - Meghalaya PCB",site_5593,25.5803419,91.8942571,,
"Doon University, Dehradun - UKPCB",site_5594,30.269444,78.044167,,
"New Malakpet, Hyderabad - TSPCB",site_5595,17.37206,78.50864,,
"ECIL Kapra, Hyderabad - TSPCB",site_5596,17.470431,78.566959,,
"IITH Kandi, Hyderabad - TSPCB",site_5597,17.585705,78.126199,,
"Somajiguda, Hyderabad - TSPCB",site_5598,17.417094,78.457437,,
"Kompally Municipal Office, Hyderabad - TSPCB",site_5599,17.544899,78.486949,,
"Nacharam_TSIIC IALA, Hyderabad - TSPCB",site_5600,17.429398,78.569354,,
"Rajendra Nagar, Bareilly - UPPCB",site_5601,28.38910936,79.42963708,,
"Ramachandrapuram, Hyderabad - TSPCB",site_5602,17.528544,78.286195,,
"Kalindi Kunj, Khurja - UPPCB",site_5603,28.2348927,77.8683002,,
"Kokapet, Hyderabad - TSPCB",site_5604,17.393559,78.339194,,
"Crescent University, Chengalpattu - TNPCB",site_5605,12.8777316,80.0834807,,
"Keelapalur, Ariyalur - TNPCB",site_5606,11.06825,79.07033,,
"Kumaran College, Tirupur - TNPCB",site_5607,11.0973603,77.3228673,,
"Mendonsa Colony, Dindigul - TNPCB",site_5608,10.358535,77.984321,,
"Municipal Corporation Office, Tirunelveli - TNPCB",site_5609,8.728442,77.6962,,
"Parisutham Nagar, Thanjavur - TNPCB",site_5610,10.7654824,79.1389968,,
"Semmandalam, Cuddalore - TNPCB",site_5611,11.7637683,79.7499835,,
"SIPCOT Phase-1, Hosur - TNPCB",site_5612,12.746998,77.813811,,
"Uchapatti, Madurai - TNPCB",site_5614,9.865935,78.022669,,
"Vasanthapuram, Vellore - TNPCB",site_5615,12.909494,79.131861,,
"Velippalayam, Nagapattinam - TNPCB",site_5616,10.798548,79.838212,,
"VOC Nagar_SIPCOT, Ranipet - TNPCB",site_5617,12.952707,79.30394,,
"Kilambi, Kanchipuram - TNPCB",site_5619,12.864618,79.659968,,
"Kashiram Nagar, Moradabad - UPPCB",site_5620,28.849399,78.742362,,
"Kudikadu, Cuddalore - TNPCB",site_5621,11.6829898,79.7532099,,
"PSG College of Arts and Science, Coimbatore - TNPCB",site_5623,11.0328,77.0349,,
"Bombay Castel, Ooty - TNPCB",site_5624,11.4068288,76.7138973,,
"Bharathidasan University, Palkalaiperur - TNPCB",site_5626,10.681158,78.741746,,
"Kamadenu Nagar, Karur - TNPCB",site_5627,10.96782,78.080882,,
"St Joseph College, Tiruchirappalli - TNPCB",site_5630,10.830158,78.691849,,
"Gulzarpet, Anantapur - APPCB",site_5632,14.675886,77.593027,,
"Kalabhavan, Dharwad - KSPCB",site_5638,15.459706,75.008381,,
"Paryavaran Parisar, Bhopal - MPPCB",site_5650,23.210494,77.425409,,
"IITG, Guwahati - PCBA",site_5651,26.2028636,91.70046436,,
"AIIMS, Raipur - CECB",site_5652,21.258815,81.578979,,
"Siltara Phase-II, Raipur - CECB",site_5653,21.371751,81.664929,,
"Krishak Nagar, Raipur - CECB",site_5654,21.237755,81.705301,,
"Bhatagaon New ISBT, Raipur - CECB",site_5655,21.219665,81.630094,,
"Rampur, Korba - CECB",site_5656,22.368195,82.746431,,
"Urja Nagar, Korba - CECB",site_5657,22.348441,82.549611,,
"Girls College, Sivasagar - PCBA",site_5658,26.987634,94.636574,,
"32Bungalows, Bhilai - CECB",site_5660,21.194815,81.31477,,
"Maharaj Bada, Gwalior - MPPCB",site_5661,26.200388,78.147714,,
"Civil Lines, Sagar - MPPCB",site_5662,23.838586,78.759431,,
"Science Center, Surat - SMC",site_5664,21.170046,72.795405,,
"Sector-12, Karnal - HSPCB",site_5049,29.6953,77.0027,,
"Gangineni Cheruvu, Chittoor - APPCB",site_5665,13.20488,79.097889,,
